Year,Province,Age,Sex,MaritalStatus,Educations,JobType,JobAbsence,JobStatus,WorkHours,Tenure,HourlyEarn,Union,Frequency
2012,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,653
2012,BritishColumbia,60 to 64,Male,Married,C.Grade11to13,Prof/Scien,Vacation,Full-time,40,88,43.27,Union memb,522
2012,BritishColumbia,60 to 64,Male,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,574
2012,BritishColumbia,45 to 49,Male,Married,C.Grade11to13,Prof/Scien,NA,Full-time,40,36,23.13,Not member,704
2012,BritishColumbia,50 to 54,Male,Married,D.PostSecondary,Health Car,NA,Full-time,31.5,17,33.7,Union memb,555
2012,BritishColumbia,60 to 64,Male,Married,C.Grade11to13,Transport/,NA,Full-time,40,240,32,Not member,523
2012,BritishColumbia,35 to 39,Male,Married,E.University,Other Serv,NA,Full-time,40,31,NA,NA,819
2012,BritishColumbia,60 to 64,Male,Married,E.University,Health Car,NA,Full-time,35,240,34.5,Union memb,648
2012,BritishColumbia,30 to 34,Male,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,518
2012,BritishColumbia,35 to 39,Male,Married,C.Grade11to13,Manufactur,NA,Full-time,40,25,22,Not member,522
2012,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Info/Cultu,NA,NA,NA,NA,NA,NA,679
2012,BritishColumbia,65 to 69,Male,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,567
2012,BritishColumbia,40 to 44,Male,Married,D.PostSecondary,Finance/In,NA,Full-time,40,180,33.65,Not member,612
2012,BritishColumbia,25 to 29,Male,Single,D.PostSecondary,Prof/Scien,Vacation,Full-time,40,9,13.75,Not member,599
2012,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Retail Tra,OwnIllness,Part-time,11,19,10,Not member,504
2012,BritishColumbia,50 to 54,Male,Married,D.PostSecondary,Prof/Scien,NA,Full-time,40,55,NA,NA,517
2012,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Constructi,NA,Full-time,35,90,NA,NA,646
2012,BritishColumbia,20 to 24,Male,Single,C.Grade11to13,Accomm/Foo,NA,Part-time,6,10,9.5,Not member,568
2012,BritishColumbia,15 to 19,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,591
2012,BritishColumbia,25 to 29,Male,Married,C.Grade11to13,Retail Tra,NA,Full-time,40,7,14,Union memb,533
2012,BritishColumbia,45 to 49,Male,Married,D.PostSecondary,Transport/,Vacation,Full-time,40,240,43.5,Union memb,619
2012,BritishColumbia,25 to 29,Male,Single,E.University,Educationa,NA,Full-time,40,43,10.1,Not member,695
2012,BritishColumbia,40 to 44,Male,Married,C.Grade11to13,Constructi,NA,Full-time,40,30,NA,NA,509
2012,BritishColumbia,25 to 29,Male,Married,E.University,Wholesale,NA,Full-time,60,63,NA,NA,554
2012,BritishColumbia,35 to 39,Male,Married,E.University,Accomm/Foo,NA,Full-time,40,147,23.08,Not member,547
2012,BritishColumbia,50 to 54,Male,Married,B.Secondary,Transport/,NA,Full-time,40,240,NA,NA,502
2012,BritishColumbia,35 to 39,Male,Married,D.PostSecondary,Mngmnt/Adm,NA,Full-time,40,44,28.85,Not member,676
2012,BritishColumbia,35 to 39,Male,Married,E.University,Prof/Scien,Vacation,Full-time,60,77,48.08,Not member,551
2012,Ontario,15 to 19,Female,Single,B.Secondary,Retail Tra,NA,Part-time,16,11,9.75,Not member,643
2012,Ontario,45 to 49,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,745
2012,Ontario,70+,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,743
2012,Ontario,25 to 29,Female,Single,B.Secondary,Mngmnt/Adm,NA,Full-time,40,26,15.2,Not member,518
2012,Ontario,30 to 34,Female,Married,E.University,Health Car,Vacation,Full-time,37.5,43,28.72,Union memb,616
2012,Ontario,45 to 49,Female,Separated,D.PostSecondary,Mngmnt/Adm,NA,Full-time,40,34,NA,NA,916
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,Retail Tra,NA,Part-time,10,20,10.51,Not member,708
2012,Ontario,55 to 59,Female,Married,D.PostSecondary,Utilities,NA,Full-time,35,240,13.4,Union memb,724
2012,Ontario,50 to 54,Female,Married,D.PostSecondary,Prof/Scien,NA,Full-time,45,240,25.38,Not member,699
2012,Ontario,40 to 44,Female,Single,D.PostSecondary,Constructi,NA,Full-time,35,101,25,Union memb,509
2012,Ontario,50 to 54,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,743
2012,Ontario,40 to 44,Female,Married,E.University,Info/Cultu,NA,Full-time,35,15,NA,NA,696
2012,Ontario,60 to 64,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,774
2012,Ontario,70+,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,809
2012,Ontario,30 to 34,Female,Single,D.PostSecondary,Info/Cultu,NA,Full-time,40,7,17.79,Not member,852
2012,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,736
2012,Ontario,25 to 29,Female,Married,E.University,Public Adm,NA,Full-time,37.5,52,26,Union memb,1426
2012,Ontario,20 to 24,Female,Single,E.University,Health Car,NA,Full-time,40,11,13,Not member,951
2012,Ontario,60 to 64,Female,Married,B.Secondary,Manufact n,NA,Full-time,40,240,25,Not member,772
2012,Ontario,40 to 44,Female,Married,D.PostSecondary,Mngmnt/Adm,NA,NA,NA,NA,NA,NA,539
2012,Ontario,35 to 39,Female,Married,E.University,Info/Cultu,NA,NA,NA,NA,NA,NA,859
2012,Ontario,45 to 49,Female,Separated,C.Grade11to13,Retail Tra,NA,Full-time,35,3,NA,NA,1413
2012,Ontario,55 to 59,Female,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,817
2012,Ontario,45 to 49,Female,Married,C.Grade11to13,Mngmnt/Adm,NA,Full-time,40,51,11,Not member,968
2012,Ontario,70+,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,724
2012,Ontario,60 to 64,Female,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,651
2012,Ontario,70+,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,809
2012,Ontario,25 to 29,Female,Single,E.University,NA,NA,NA,NA,NA,NA,NA,832
2012,Ontario,25 to 29,Female,Married,A.EightYears,Other Serv,NA,Part-time,11,6,10.25,Not member,786
2012,Ontario,20 to 24,Female,Single,C.Grade11to13,Finance/In,NA,Part-time,15,11,10,Not member,779
2012,Ontario,55 to 59,Female,Separated,E.University,Educationa,NA,Full-time,50,240,46.15,Not member,788
2012,Ontario,70+,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,510
2012,Ontario,25 to 29,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,1029
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,Accomm/Foo,NA,Part-time,10,38,11,Not member,697
2012,Ontario,30 to 34,Female,Single,D.PostSecondary,Other Serv,Vacation,Full-time,40,6,10.38,Not member,1065
2012,Ontario,30 to 34,Female,Married,D.PostSecondary,Prof/Scien,NA,Full-time,40,3,14,Not member,502
2012,Ontario,25 to 29,Female,Married,E.University,Finance/In,FamilyResponsibility,Full-time,35,78,34.36,Not member,1070
2012,Ontario,30 to 34,Female,Single,E.University,Retail Tra,NA,Full-time,40,31,13,Not member,563
2012,Ontario,35 to 39,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,843
2012,Ontario,70+,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,730
2012,Ontario,70+,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,736
2012,Ontario,65 to 69,Female,Married,E.University,Finance/In,NA,Full-time,35,179,10.25,Not member,993
2012,Ontario,30 to 34,Female,Married,E.University,Finance/In,FamilyResponsibility,Full-time,37.5,25,34.72,Not member,1019
2012,Ontario,15 to 19,Female,Single,A.EightYears,Other Serv,NA,NA,NA,NA,NA,NA,757
2012,Ontario,65 to 69,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,610
2012,Ontario,55 to 59,Female,Married,E.University,Wholesale,NA,Full-time,40,90,26.44,Not member,1016
2012,Ontario,25 to 29,Female,Married,C.Grade11to13,Accomm/Foo,NA,Full-time,32.5,4,17,Not member,1066
2012,Ontario,45 to 49,Female,Married,E.University,Health Car,NA,Full-time,50,240,NA,NA,842
2012,Ontario,55 to 59,Female,Married,E.University,Educationa,NA,Full-time,40,240,67.31,Union memb,877
2012,Ontario,70+,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,667
2012,Ontario,50 to 54,Female,Separated,E.University,Public Adm,NA,Full-time,40,240,23,Union memb,810
2012,Ontario,45 to 49,Female,Married,E.University,Educationa,Vacation,Full-time,35,127,47.8,Union memb,598
2012,Ontario,50 to 54,Female,Married,C.Grade11to13,Public Adm,NA,Full-time,37.5,240,47.18,Not member,522
2012,Ontario,65 to 69,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,785
2012,Ontario,20 to 24,Female,Single,C.Grade11to13,Mngmnt/Adm,NA,Full-time,30,1,NA,NA,641
2012,Ontario,50 to 54,Female,Married,D.PostSecondary,Accomm/Foo,Vacation,Full-time,30,6,10.25,Not member,818
2012,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,779
2012,Ontario,35 to 39,Female,Married,D.PostSecondary,Mngmnt/Adm,NA,Full-time,35,23,55,Not member,565
2012,Ontario,50 to 54,Female,Married,E.University,Public Adm,NA,Full-time,37.5,123,70.26,Not member,528
2012,Ontario,35 to 39,Female,Separated,E.University,NA,NA,NA,NA,NA,NA,NA,613
2012,Ontario,55 to 59,Female,Married,D.PostSecondary,Manufactur,NA,Full-time,40,32,14.75,Not member,953
2012,Ontario,25 to 29,Female,Married,E.University,Educationa,Vacation,Full-time,35,121,45.6,Union memb,1061
2012,Ontario,40 to 44,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,945
2012,Ontario,65 to 69,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,952
2012,Ontario,60 to 64,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,715
2012,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,888
2012,Ontario,65 to 69,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,946
2012,Ontario,25 to 29,Female,Separated,D.PostSecondary,Educationa,NA,Full-time,40,25,16.83,Not member,816
2012,Ontario,40 to 44,Female,Married,E.University,Info/Cultu,FamilyResponsibility,Part-time,15,27,NA,NA,999
2012,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,714
2012,Ontario,30 to 34,Female,Single,D.PostSecondary,Finance/In,NA,Full-time,35,123,25,Not member,1062
2012,Ontario,15 to 19,Female,Single,D.PostSecondary,Retail Tra,NA,NA,NA,NA,NA,NA,883
2012,Ontario,35 to 39,Female,Married,D.PostSecondary,Health Car,NA,Full-time,35,38,35.7,Union memb,593
2012,Ontario,60 to 64,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,842
2012,Ontario,45 to 49,Female,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,711
2012,Ontario,20 to 24,Female,Married,C.Grade11to13,Public Adm,NA,Full-time,30,3,18.75,Not member,991
2012,Ontario,70+,Female,Separated,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,992
2012,Ontario,40 to 44,Female,Married,E.University,Public Adm,NA,Full-time,40,156,25.53,Union memb,564
2012,Ontario,70+,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,705
2012,Ontario,70+,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,987
2012,Ontario,25 to 29,Female,Single,D.PostSecondary,Retail Tra,NA,Full-time,32,44,10.25,Not member,745
2012,Ontario,70+,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,1038
2012,Ontario,25 to 29,Female,Married,E.University,Health Car,OwnIllness,Full-time,35,47,32,Union memb,586
2012,Ontario,35 to 39,Female,Married,D.PostSecondary,Public Adm,NA,Part-time,22.5,131,38.46,Union memb,558
2012,Ontario,55 to 59,Female,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,514
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,Accomm/Foo,NA,Part-time,24,10,10.25,Not member,776
2012,Ontario,65 to 69,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,560
2012,Ontario,55 to 59,Female,Separated,D.PostSecondary,Public Adm,NA,Full-time,37.5,240,41.03,Union memb,554
2012,Ontario,45 to 49,Female,Married,D.PostSecondary,Retail Tra,NA,Part-time,20,54,14.5,Not member,897
2012,Ontario,35 to 39,Female,Married,E.University,Manufact n,NA,Full-time,40,140,21.55,Not member,529
2012,Ontario,55 to 59,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,723
2012,Ontario,20 to 24,Female,Single,C.Grade11to13,Other Serv,Vacation,Full-time,40,1,15,Not member,1124
2012,Ontario,30 to 34,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,946
2012,Ontario,70+,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,787
2012,Ontario,15 to 19,Female,Single,B.Secondary,Accomm/Foo,NA,Part-time,16,4,9.8,Not member,803
2012,Ontario,20 to 24,Female,Single,C.Grade11to13,Accomm/Foo,NA,Part-time,10,23,10.75,Not member,530
2012,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,866
2012,Ontario,30 to 34,Female,Single,E.University,Manufact n,NA,NA,NA,NA,NA,NA,665
2012,Ontario,35 to 39,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,795
2012,Ontario,30 to 34,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,560
2012,Ontario,55 to 59,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,827
2012,Ontario,60 to 64,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,685
2012,Ontario,35 to 39,Female,Married,D.PostSecondary,Mngmnt/Adm,NA,NA,NA,NA,NA,NA,765
2012,Ontario,70+,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,883
2012,Ontario,35 to 39,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,912
2012,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,730
2012,Ontario,45 to 49,Female,Married,C.Grade11to13,Health Car,Vacation,Full-time,40,156,14.42,Not member,1010
2012,Ontario,70+,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,762
2012,Ontario,50 to 54,Female,Married,C.Grade11to13,Public Adm,NA,Full-time,40,147,30.77,Union memb,990
2012,Ontario,35 to 39,Female,Married,E.University,Prof/Scien,NA,Part-time,22.5,151,51.28,Not member,987
2012,Ontario,30 to 34,Female,Single,D.PostSecondary,Health Car,NA,Full-time,32.5,2,14.12,Not member,547
2012,Ontario,30 to 34,Female,Single,D.PostSecondary,Transport/,NA,Full-time,37.5,143,17,Not member,990
2012,Ontario,40 to 44,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,919
2012,Ontario,70+,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,941
2012,Ontario,65 to 69,Female,Single,E.University,NA,NA,NA,NA,NA,NA,NA,827
2012,Ontario,25 to 29,Female,Single,E.University,Finance/In,NA,Full-time,30,56,16.35,Not member,572
2012,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,707
2012,Ontario,45 to 49,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,737
2012,Ontario,50 to 54,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,721
2012,Ontario,25 to 29,Female,Single,E.University,Educationa,Vacation,Full-time,40,39,26.25,Not member,877
2012,Ontario,70+,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,730
2012,Ontario,30 to 34,Female,Married,E.University,Educationa,Vacation,Full-time,30,67,48.72,Union memb,977
2012,Ontario,45 to 49,Female,Separated,D.PostSecondary,Prof/Scien,NA,Full-time,30,2,25,Not member,671
2012,Ontario,70+,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,653
2012,Ontario,60 to 64,Female,Married,C.Grade11to13,Finance/In,NA,Full-time,35,98,30,Union memb,832
2012,Ontario,30 to 34,Female,Married,D.PostSecondary,Other Serv,NA,Full-time,40,15,8.65,Not member,889
2012,Ontario,40 to 44,Female,Married,D.PostSecondary,Transport/,FamilyResponsibility,Full-time,40,130,25,Union memb,721
2012,Ontario,30 to 34,Female,Married,E.University,Retail Tra,NA,Full-time,42,27,11.25,Not member,878
2012,Ontario,50 to 54,Female,Married,E.University,Educationa,Vacation,Full-time,35,223,51.1,Union memb,844
2012,Ontario,50 to 54,Female,Single,D.PostSecondary,Mngmnt/Adm,NA,NA,NA,NA,NA,NA,816
2012,Ontario,25 to 29,Female,Married,D.PostSecondary,Prof/Scien,NA,Full-time,37.5,11,26.73,Not member,508
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,Educationa,NA,Part-time,13,7,10.75,Not member,993
2012,Ontario,40 to 44,Female,Single,C.Grade11to13,Accomm/Foo,NA,Full-time,40,103,18,Not member,596
2012,Ontario,20 to 24,Female,Single,E.University,Retail Tra,NA,Part-time,20,55,11,Not member,990
2012,Ontario,20 to 24,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,991
2012,Ontario,55 to 59,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,605
2012,Ontario,70+,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,866
2012,Ontario,50 to 54,Female,Married,E.University,Manufact n,NA,NA,NA,NA,NA,NA,763
2012,Ontario,20 to 24,Female,Single,E.University,Educationa,Vacation,Part-time,25,8,13,Not member,919
2012,Ontario,65 to 69,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,756
2012,Ontario,45 to 49,Female,Married,D.PostSecondary,Public Adm,NA,Full-time,35,211,26.46,Union memb,533
2012,Ontario,25 to 29,Female,Married,E.University,Finance/In,NA,Full-time,37.5,7,26.67,Not member,1068
2012,Ontario,25 to 29,Female,Single,D.PostSecondary,Health Car,Vacation,Full-time,35,58,21,Not member,570
2012,Ontario,15 to 19,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,735
2012,Ontario,40 to 44,Female,Separated,C.Grade11to13,Finance/In,NA,Full-time,37.5,86,43.9,Not member,942
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,863
2012,Ontario,50 to 54,Female,Married,E.University,Finance/In,NA,Full-time,37.5,240,29.63,Union memb,833
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,Info/Cultu,NA,NA,NA,NA,NA,NA,851
2012,Ontario,50 to 54,Female,Married,E.University,Retail Tra,NA,Full-time,40,1,19.5,Not member,734
2012,Ontario,50 to 54,Female,Married,D.PostSecondary,Other Serv,NA,Full-time,37.5,96,40,Not member,686
2012,Ontario,55 to 59,Female,Married,E.University,Public Adm,NA,Full-time,38,81,45.55,Not member,867
2012,Ontario,55 to 59,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,668
2012,Ontario,50 to 54,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,664
2012,Ontario,55 to 59,Female,Married,D.PostSecondary,Educationa,NA,Full-time,35,240,23,Union memb,535
2012,Ontario,60 to 64,Female,Married,D.PostSecondary,Health Car,NA,Full-time,30,15,31,Union memb,924
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,Accomm/Foo,NA,Part-time,15,84,10.5,Not member,1058
2012,Ontario,35 to 39,Female,Married,C.Grade11to13,Health Car,FamilyResponsibility,Part-time,14,41,10.25,Not member,859
2012,Ontario,55 to 59,Female,Married,E.University,Health Car,NA,Full-time,35,91,35,Union memb,805
2012,Ontario,30 to 34,Female,Married,E.University,Prof/Scien,NA,Full-time,37.5,39,35.9,Not member,975
2012,Ontario,20 to 24,Female,Separated,D.PostSecondary,Accomm/Foo,NA,NA,NA,NA,NA,NA,830
2012,Ontario,30 to 34,Female,Separated,E.University,Wholesale,FamilyResponsibility,Full-time,40,43,13.9,Not member,1025
2012,Ontario,20 to 24,Female,Single,E.University,Prof/Scien,NA,NA,NA,NA,NA,NA,780
2012,Ontario,30 to 34,Female,Single,D.PostSecondary,Other Serv,NA,Part-time,20,7,11,Not member,820
2012,Ontario,15 to 19,Female,Single,B.Secondary,Health Car,NA,NA,NA,NA,NA,NA,954
2012,Ontario,25 to 29,Female,Single,D.PostSecondary,Accomm/Foo,NA,Full-time,35,4,17,Not member,765
2012,Ontario,25 to 29,Female,Single,D.PostSecondary,Mngmnt/Adm,NA,Full-time,35,10,10,Not member,987
2012,Ontario,50 to 54,Female,Separated,E.University,Public Adm,NA,NA,NA,NA,NA,NA,595
2012,Ontario,55 to 59,Female,Separated,A.EightYears,Retail Tra,NA,Part-time,28,125,13.1,Not member,997
2012,Ontario,30 to 34,Female,Single,C.Grade11to13,Constructi,NA,Full-time,40,27,16,Not member,519
2012,Ontario,30 to 34,Female,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,871
2012,Ontario,65 to 69,Female,Single,E.University,NA,NA,NA,NA,NA,NA,NA,902
2012,Ontario,50 to 54,Female,Married,E.University,Prof/Scien,NA,NA,NA,NA,NA,NA,690
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,531
2012,Ontario,60 to 64,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,789
2012,Ontario,55 to 59,Female,Married,E.University,Educationa,Vacation,Full-time,40,187,43.27,Union memb,826
2012,Ontario,25 to 29,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,554
2012,Ontario,55 to 59,Female,Single,E.University,Info/Cultu,NA,Full-time,45,174,NA,NA,870
2012,Ontario,70+,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,870
2012,Ontario,30 to 34,Female,Married,E.University,Finance/In,NA,Full-time,37.5,66,42.56,Not member,624
2012,Ontario,15 to 19,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,929
2012,Ontario,40 to 44,Female,Single,E.University,Health Car,NA,Full-time,35,179,25,Not member,744
2012,Ontario,40 to 44,Female,Separated,D.PostSecondary,Prof/Scien,NA,NA,NA,NA,NA,NA,552
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,Retail Tra,NA,Full-time,30,19,10.36,Not member,700
2012,Ontario,55 to 59,Female,Separated,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,528
2012,Ontario,45 to 49,Female,Married,E.University,Health Car,NA,Full-time,40,240,28.85,Union memb,917
2012,Ontario,35 to 39,Female,Separated,D.PostSecondary,Health Car,NA,Part-time,8,5,10.45,Not member,747
2012,Ontario,50 to 54,Female,Married,E.University,Educationa,OwnIllness,Full-time,40,35,12,Not member,753
2012,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,514
2012,Ontario,20 to 24,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,568
2012,Ontario,40 to 44,Female,Single,E.University,Health Car,NA,Full-time,40,15,32.69,Not member,890
2012,Ontario,60 to 64,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,704
2012,Ontario,45 to 49,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,791
2012,Ontario,60 to 64,Female,Married,C.Grade11to13,Health Car,Vacation,Part-time,8,193,NA,NA,1116
2012,Ontario,45 to 49,Female,Married,D.PostSecondary,Wholesale,NA,Part-time,27.5,96,21,Not member,781
2012,Ontario,35 to 39,Female,Married,E.University,Manufactur,NA,Full-time,40,91,31.25,Not member,1687
2012,Ontario,40 to 44,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,767
2012,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,572
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,Prof/Scien,NA,Full-time,40,11,23,Not member,935
2012,Ontario,30 to 34,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,905
2012,Ontario,35 to 39,Female,Married,E.University,Retail Tra,NA,Full-time,30,173,NA,NA,1025
2012,Ontario,25 to 29,Female,Single,D.PostSecondary,Finance/In,NA,Full-time,40,24,13.46,Not member,1021
2012,Ontario,15 to 19,Female,Single,C.Grade11to13,Info/Cultu,NA,Full-time,35,46,9.6,Not member,518
2012,Ontario,70+,Female,Single,E.University,NA,NA,NA,NA,NA,NA,NA,794
2012,Ontario,70+,Female,Separated,A.EightYears,NA,NA,NA,NA,NA,NA,NA,754
2012,Ontario,55 to 59,Female,Married,D.PostSecondary,Transport/,NA,Full-time,37.5,240,30.26,Union memb,769
2012,Ontario,35 to 39,Female,Married,E.University,Health Car,NA,Full-time,37.5,172,66.67,Not member,902
2012,Ontario,45 to 49,Female,Married,C.Grade11to13,Finance/In,NA,Full-time,35,75,15,Not member,530
2012,Ontario,30 to 34,Female,Separated,C.Grade11to13,Transport/,NA,Full-time,40,8,13,Not member,925
2012,Ontario,35 to 39,Female,Married,C.Grade11to13,Finance/In,NA,Part-time,22,29,13.77,Not member,657
2012,Ontario,70+,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,522
2012,Ontario,60 to 64,Female,Separated,B.Secondary,NA,NA,NA,NA,NA,NA,NA,560
2012,Ontario,15 to 19,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,778
2012,Ontario,35 to 39,Female,Married,D.PostSecondary,Other Serv,NA,Part-time,20,189,NA,NA,539
2012,Ontario,25 to 29,Female,Married,E.University,Accomm/Foo,NA,Full-time,40,55,10.55,Not member,643
2012,Ontario,20 to 24,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,1173
2012,Ontario,70+,Female,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,526
2012,Ontario,40 to 44,Female,Married,E.University,Public Adm,NA,Full-time,36.3,240,45.03,Union memb,986
2012,Ontario,35 to 39,Male,Married,D.PostSecondary,Manufactur,NA,Full-time,40,17,29.65,Not member,606
2012,Ontario,30 to 34,Male,Single,D.PostSecondary,Manufactur,NA,Full-time,35,40,14.5,Not member,538
2012,Ontario,65 to 69,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,502
2012,Ontario,30 to 34,Male,Married,C.Grade11to13,Agricultur,NA,Full-time,55,60,29.37,Not member,990
2012,Ontario,20 to 24,Male,Single,D.PostSecondary,Accomm/Foo,NA,Full-time,35,37,11.5,Not member,992
2012,Ontario,25 to 29,Male,Single,B.Secondary,Transport/,NA,Full-time,55,17,NA,NA,946
2012,Ontario,50 to 54,Male,Married,D.PostSecondary,Wholesale,NA,Full-time,30,27,NA,NA,565
2012,Ontario,25 to 29,Male,Married,C.Grade11to13,Transport/,NA,NA,NA,NA,NA,NA,906
2012,Ontario,40 to 44,Male,Married,D.PostSecondary,Manufactur,NA,Full-time,40,63,28,Union memb,1011
2012,Ontario,45 to 49,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,968
2012,Ontario,35 to 39,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,596
2012,Ontario,70+,Male,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,573
