Year,Province,Age,Sex,MaritalStatus,Educations,JobType,JobAbsence,JobStatus,WorkHours,Tenure,HourlyEarn,Union,Frequency
1997,Alberta,70+,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,776
1997,Alberta,20 to 24,Female,Married,C.Grade11to13,Finance/In,NA,Full-time,40,27,6.25,Not member,548
1997,Alberta,55 to 59,Female,Married,C.Grade11to13,Retail Tra,NA,Part-time,27,240,15,Not member,502
1997,Alberta,45 to 49,Female,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,781
1997,Alberta,40 to 44,Female,Married,B.Secondary,Health Car,NA,NA,NA,NA,NA,NA,769
1997,Alberta,15 to 19,Female,Single,C.Grade11to13,Transport/,NA,Part-time,25,7,8,Not member,596
1997,Alberta,45 to 49,Female,Married,D.PostSecondary,Educationa,NA,Part-time,25,149,12.9,Union memb,915
1997,Alberta,30 to 34,Female,Married,D.PostSecondary,Health Car,NA,Full-time,40,12,22.72,Union memb,590
1997,Alberta,70+,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,609
1997,Alberta,40 to 44,Female,Married,D.PostSecondary,Forest/Fis,NA,Part-time,8,67,19.23,Not member,598
1997,Alberta,15 to 19,Male,Single,A.EightYears,Retail Tra,NA,Part-time,4,1,NA,NA,710
1997,Alberta,30 to 34,Male,Married,E.University,Transport/,NA,Full-time,40,6,24.04,Not member,501
1997,Alberta,55 to 59,Male,Married,C.Grade11to13,Public Adm,NA,Full-time,37.5,174,28.21,Union memb,710
1997,Alberta,25 to 29,Male,Married,C.Grade11to13,Retail Tra,NA,Full-time,40,31,NA,NA,570
1997,Alberta,35 to 39,Male,Separated,D.PostSecondary,Constructi,NA,Full-time,50,235,24.94,Union memb,575
1997,Alberta,45 to 49,Male,Married,E.University,Educationa,NA,Full-time,30,240,41.67,Union memb,681
1997,Alberta,60 to 64,Male,Separated,C.Grade11to13,Constructi,NA,Full-time,40,240,12.5,Not member,596
1997,Alberta,15 to 19,Male,Single,B.Secondary,Retail Tra,NA,Part-time,16,17,5.8,Not member,681
1997,Alberta,55 to 59,Male,Married,D.PostSecondary,Retail Tra,NA,NA,NA,NA,NA,NA,730
1997,BritishColumbia,70+,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,518
1997,BritishColumbia,35 to 39,Female,Married,D.PostSecondary,Prof/Scien,NA,Full-time,35,121,NA,NA,566
1997,BritishColumbia,30 to 34,Female,Single,D.PostSecondary,Health Car,NA,Full-time,30,45,18.3,Union memb,519
1997,BritishColumbia,50 to 54,Female,Married,D.PostSecondary,Finance/In,NA,Full-time,40,3,6.92,Not member,539
1997,BritishColumbia,40 to 44,Female,Married,C.Grade11to13,Mngmnt/Adm,NA,Part-time,10,167,NA,NA,511
1997,BritishColumbia,50 to 54,Female,Separated,D.PostSecondary,Constructi,NA,NA,NA,NA,NA,NA,586
1997,BritishColumbia,45 to 49,Female,Married,C.Grade11to13,Retail Tra,NA,Full-time,50,17,NA,NA,556
1997,BritishColumbia,25 to 29,Female,Married,D.PostSecondary,Accomm/Foo,OwnIllness,Full-time,40,31,14.5,Not member,536
1997,BritishColumbia,20 to 24,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,506
1997,BritishColumbia,70+,Female,Married,C.Grade11to13,Educationa,NA,NA,NA,NA,NA,NA,907
1997,BritishColumbia,70+,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,518
1997,BritishColumbia,35 to 39,Female,Married,B.Secondary,Accomm/Foo,OwnIllness,Part-time,25,6,7,Not member,516
1997,BritishColumbia,30 to 34,Female,Married,D.PostSecondary,Manufactur,NA,Full-time,40,81,13.55,Not member,649
1997,BritishColumbia,20 to 24,Female,Married,C.Grade11to13,Retail Tra,NA,Part-time,12,5,7.5,Not member,545
1997,BritishColumbia,70+,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,518
1997,BritishColumbia,20 to 24,Female,Single,D.PostSecondary,Finance/In,NA,Full-time,40,26,11.54,Not member,507
1997,BritishColumbia,55 to 59,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,543
1997,BritishColumbia,40 to 44,Female,Married,A.EightYears,Mngmnt/Adm,Vacation,Full-time,40,9,8.8,Not member,507
1997,BritishColumbia,30 to 34,Female,Married,C.Grade11to13,Manufactur,NA,Full-time,40,83,13.75,Not member,599
1997,BritishColumbia,30 to 34,Female,Married,D.PostSecondary,Retail Tra,NA,Full-time,37.5,50,16.41,Not member,531
1997,BritishColumbia,40 to 44,Female,Married,D.PostSecondary,Manufact n,NA,NA,NA,NA,NA,NA,547
1997,BritishColumbia,30 to 34,Female,Married,D.PostSecondary,Info/Cultu,NA,Full-time,40,44,9.5,Not member,502
1997,BritishColumbia,40 to 44,Female,Married,B.Secondary,Retail Tra,NA,Part-time,20,22,7.4,Not member,548
1997,BritishColumbia,25 to 29,Female,Single,D.PostSecondary,Finance/In,NA,Part-time,25,5,10.5,Not member,512
1997,BritishColumbia,55 to 59,Female,Married,C.Grade11to13,Manufact n,NA,Full-time,40,240,8.6,Union memb,567
1997,BritishColumbia,20 to 24,Female,Single,D.PostSecondary,Mngmnt/Adm,NA,Full-time,35,7,8,Union memb,539
1997,BritishColumbia,45 to 49,Female,Married,C.Grade11to13,Finance/In,NA,Full-time,37.5,221,18.08,Not member,549
1997,BritishColumbia,45 to 49,Female,Single,D.PostSecondary,Finance/In,NA,Full-time,40,130,NA,NA,503
1997,BritishColumbia,45 to 49,Male,Married,D.PostSecondary,Info/Cultu,NA,Full-time,60,240,26.92,Not member,589
1997,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Accomm/Foo,NA,Part-time,20,2,10,Not member,514
1997,BritishColumbia,20 to 24,Male,Single,C.Grade11to13,Mngmnt/Adm,NA,Full-time,37.5,5,8.5,Not member,656
1997,BritishColumbia,35 to 39,Male,Married,E.University,Finance/In,NA,Full-time,37.5,102,29.72,Union memb,506
1997,BritishColumbia,15 to 19,Male,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,688
1997,BritishColumbia,60 to 64,Male,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,809
1997,BritishColumbia,30 to 34,Male,Married,B.Secondary,Manufactur,NA,Full-time,40,74,19.62,Not member,564
1997,BritishColumbia,50 to 54,Male,Married,E.University,Public Adm,NA,Full-time,35,157,34.89,Not member,565
1997,BritishColumbia,70+,Male,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,541
1997,BritishColumbia,50 to 54,Male,Separated,E.University,NA,NA,NA,NA,NA,NA,NA,502
1997,BritishColumbia,20 to 24,Male,Single,E.University,Retail Tra,NA,Full-time,40,2,5.88,Not member,614
1997,BritishColumbia,50 to 54,Male,Married,D.PostSecondary,Manufactur,NA,Full-time,40,102,18,Union memb,577
1997,BritishColumbia,35 to 39,Male,Separated,D.PostSecondary,Accomm/Foo,NA,NA,NA,NA,NA,NA,574
1997,BritishColumbia,40 to 44,Male,Married,C.Grade11to13,Manufactur,NA,Part-time,15,10,14,Not member,584
1997,BritishColumbia,25 to 29,Male,Married,D.PostSecondary,Finance/In,NA,Full-time,40,60,20,Union memb,694
1997,BritishColumbia,45 to 49,Male,Married,C.Grade11to13,Finance/In,NA,Full-time,40,240,38.46,Not member,606
1997,BritishColumbia,60 to 64,Male,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,527
1997,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,517
1997,BritishColumbia,15 to 19,Male,Single,B.Secondary,Accomm/Foo,NA,Part-time,20,4,7,Not member,548
1997,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Retail Tra,NA,Part-time,20,10,7,Not member,556
1997,BritishColumbia,20 to 24,Male,Single,C.Grade11to13,Manufactur,NA,Full-time,40,26,11.5,Not member,502
1997,BritishColumbia,55 to 59,Male,Separated,B.Secondary,Finance/In,NA,Full-time,40,1,6.63,Not member,539
1997,BritishColumbia,25 to 29,Male,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,504
1997,BritishColumbia,30 to 34,Male,Married,E.University,Educationa,NA,NA,NA,NA,NA,NA,551
1997,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Transport/,NA,Full-time,40,5,8.5,Not member,612
1997,BritishColumbia,35 to 39,Male,Single,D.PostSecondary,Info/Cultu,NA,Part-time,15,61,NA,NA,595
1997,BritishColumbia,30 to 34,Male,Single,D.PostSecondary,Accomm/Foo,NA,Full-time,37.5,149,20,Not member,544
1997,BritishColumbia,70+,Male,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,541
1997,BritishColumbia,20 to 24,Male,Single,D.PostSecondary,Agricultur,NA,Part-time,20,67,NA,NA,511
1997,BritishColumbia,55 to 59,Male,Single,B.Secondary,Manufact n,NA,Full-time,37,106,10,Not member,516
1997,BritishColumbia,25 to 29,Male,Single,C.Grade11to13,Finance/In,NA,Full-time,60,18,16.03,Not member,629
1997,BritishColumbia,15 to 19,Male,Single,D.PostSecondary,Prof/Scien,NA,NA,NA,NA,NA,NA,515
1997,BritishColumbia,50 to 54,Male,Married,E.University,Prof/Scien,NA,Full-time,50,240,28.85,Not member,532
1997,BritishColumbia,20 to 24,Male,Single,C.Grade11to13,Finance/In,NA,Full-time,40,56,8,Not member,586
1997,BritishColumbia,30 to 34,Male,Single,B.Secondary,Transport/,NA,Full-time,40,13,13,Not member,506
1997,BritishColumbia,30 to 34,Male,Married,D.PostSecondary,Prof/Scien,NA,Full-time,40,71,25.38,Not member,531
1997,BritishColumbia,50 to 54,Male,Married,C.Grade11to13,Manufactur,NA,Full-time,40,96,16,Not member,545
1997,BritishColumbia,15 to 19,Male,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,519
1997,BritishColumbia,20 to 24,Male,Married,B.Secondary,Retail Tra,NA,Full-time,40,27,12.54,Not member,560
1997,BritishColumbia,55 to 59,Male,Separated,A.EightYears,Agricultur,NA,Full-time,40,240,8,Not member,697
1997,Ontario,35 to 39,Female,Married,A.EightYears,Manufact n,NA,Full-time,40,2,10.25,Not member,526
1997,Ontario,55 to 59,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,1049
1997,Ontario,35 to 39,Female,Married,D.PostSecondary,Accomm/Foo,NA,Full-time,40,6,7,Not member,576
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Info/Cultu,NA,Full-time,44,47,15.91,Not member,611
1997,Ontario,60 to 64,Female,Married,C.Grade11to13,Manufactur,NA,Part-time,20,2,10,Not member,580
1997,Ontario,35 to 39,Female,Married,C.Grade11to13,Accomm/Foo,NA,Part-time,20,62,7,Not member,566
1997,Ontario,55 to 59,Female,Separated,A.EightYears,NA,NA,NA,NA,NA,NA,NA,685
1997,Ontario,35 to 39,Female,Married,C.Grade11to13,Transport/,NA,Full-time,37,47,13.51,Not member,662
1997,Ontario,55 to 59,Female,Married,D.PostSecondary,Health Car,NA,Full-time,50,138,NA,NA,536
1997,Ontario,15 to 19,Female,Single,D.PostSecondary,Wholesale,NA,NA,NA,NA,NA,NA,558
1997,Ontario,25 to 29,Female,Separated,B.Secondary,Retail Tra,NA,Full-time,37.5,89,12,Union memb,521
1997,Ontario,45 to 49,Female,Married,C.Grade11to13,Retail Tra,NA,Full-time,40,56,11.6,Not member,585
1997,Ontario,30 to 34,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,533
1997,Ontario,45 to 49,Female,Married,E.University,Educationa,Vacation,Full-time,40,240,30.29,Union memb,516
1997,Ontario,65 to 69,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,555
1997,Ontario,40 to 44,Female,Married,D.PostSecondary,Info/Cultu,Vacation,Full-time,37.5,240,27.69,Not member,538
1997,Ontario,70+,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,584
1997,Ontario,55 to 59,Female,Single,D.PostSecondary,Public Adm,NA,Full-time,37.5,45,43.59,Not member,719
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Finance/In,NA,Full-time,35,22,NA,NA,519
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Retail Tra,NA,Full-time,37.5,92,16,Not member,523
1997,Ontario,70+,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,510
1997,Ontario,70+,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,511
1997,Ontario,15 to 19,Female,Single,B.Secondary,Accomm/Foo,NA,Part-time,4,3,6.45,Not member,563
1997,Ontario,20 to 24,Female,Married,E.University,Educationa,NA,Part-time,20,19,14.42,Union memb,635
1997,Ontario,35 to 39,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,534
1997,Ontario,70+,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,648
1997,Ontario,40 to 44,Female,Married,C.Grade11to13,Health Car,NA,Full-time,32,99,12.5,Not member,573
1997,Ontario,40 to 44,Female,Single,D.PostSecondary,Mngmnt/Adm,NA,Part-time,18,42,9,Not member,603
1997,Ontario,15 to 19,Female,Single,C.Grade11to13,Finance/In,Vacation,Part-time,10,24,7,Not member,622
1997,Ontario,40 to 44,Female,Married,A.EightYears,Manufact n,NA,Full-time,48,9,6.67,Union memb,545
1997,Ontario,40 to 44,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,520
1997,Ontario,65 to 69,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,526
1997,Ontario,25 to 29,Female,Married,D.PostSecondary,Other Serv,NA,Part-time,15,15,NA,NA,532
1997,Ontario,25 to 29,Female,Married,E.University,Manufact n,NA,Full-time,40,24,42.38,Not member,585
1997,Ontario,55 to 59,Female,Separated,E.University,NA,NA,NA,NA,NA,NA,NA,513
1997,Ontario,45 to 49,Female,Married,C.Grade11to13,Manufactur,OwnIllness,Full-time,37.5,32,16.69,Not member,651
1997,Ontario,20 to 24,Female,Single,C.Grade11to13,Finance/In,NA,Full-time,40,18,12.5,Not member,613
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,Prof/Scien,NA,Full-time,40,7,8.65,Not member,1218
1997,Ontario,35 to 39,Female,Separated,D.PostSecondary,Manufactur,NA,Full-time,40,60,17.31,Not member,552
1997,Ontario,40 to 44,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,618
1997,Ontario,30 to 34,Female,Single,D.PostSecondary,Other Serv,NA,Full-time,50,78,7,Not member,591
1997,Ontario,55 to 59,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,578
1997,Ontario,20 to 24,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,543
1997,Ontario,35 to 39,Female,Married,B.Secondary,Mngmnt/Adm,NA,Part-time,20,11,12.93,Not member,619
1997,Ontario,25 to 29,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,626
1997,Ontario,65 to 69,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,554
1997,Ontario,60 to 64,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,637
1997,Ontario,65 to 69,Female,Single,A.EightYears,Educationa,NA,Part-time,5,7,10,Not member,618
1997,Ontario,45 to 49,Female,Married,B.Secondary,Finance/In,NA,Full-time,37.3,231,14.44,Not member,555
1997,Ontario,70+,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,543
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Retail Tra,NA,Part-time,14,98,10.79,Not member,522
1997,Ontario,70+,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,642
1997,Ontario,45 to 49,Female,Separated,D.PostSecondary,Wholesale,NA,Full-time,40,240,23.08,Not member,502
1997,Ontario,60 to 64,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,632
1997,Ontario,50 to 54,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,613
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,518
1997,Ontario,20 to 24,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,534
1997,Ontario,30 to 34,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,570
1997,Ontario,25 to 29,Female,Single,D.PostSecondary,Finance/In,NA,Full-time,40,75,16.83,Not member,560
1997,Ontario,35 to 39,Female,Single,C.Grade11to13,Finance/In,NA,Full-time,37.5,89,15.9,Not member,515
1997,Ontario,25 to 29,Female,Married,D.PostSecondary,Health Car,NA,Full-time,40,82,16.83,Not member,529
1997,Ontario,25 to 29,Female,Married,E.University,Transport/,NA,Full-time,35,3,19.78,Not member,640
1997,Ontario,25 to 29,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,608
1997,Ontario,65 to 69,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,552
1997,Ontario,70+,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,541
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,543
1997,Ontario,40 to 44,Female,Separated,D.PostSecondary,Health Car,NA,Full-time,37.5,191,13,Union memb,528
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,528
1997,Ontario,55 to 59,Female,Separated,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,549
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,Accomm/Foo,NA,Full-time,36,27,13.89,Not member,653
1997,Ontario,55 to 59,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,528
1997,Ontario,20 to 24,Female,Married,D.PostSecondary,Retail Tra,NA,Part-time,8,14,6.85,Not member,705
1997,Ontario,35 to 39,Female,Married,C.Grade11to13,Finance/In,NA,Full-time,40,166,25.48,Not member,604
1997,Ontario,25 to 29,Female,Married,D.PostSecondary,Accomm/Foo,NA,Part-time,10,10,12,Not member,538
1997,Ontario,25 to 29,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,563
1997,Ontario,70+,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,571
1997,Ontario,25 to 29,Female,Married,E.University,Public Adm,Vacation,Full-time,38,79,15.18,Union memb,562
1997,Ontario,40 to 44,Female,Married,D.PostSecondary,Retail Tra,NA,Full-time,37.5,240,16.41,Not member,581
1997,Ontario,35 to 39,Female,Married,E.University,Prof/Scien,NA,Full-time,50,133,NA,NA,505
1997,Ontario,70+,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,553
1997,Ontario,70+,Female,Separated,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,548
1997,Ontario,25 to 29,Female,Married,E.University,Public Adm,NA,Full-time,38,14,20.24,Not member,587
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,581
1997,Ontario,25 to 29,Female,Single,D.PostSecondary,Other Serv,NA,Full-time,40,86,7,Not member,565
1997,Ontario,50 to 54,Female,Married,C.Grade11to13,Finance/In,NA,NA,NA,NA,NA,NA,530
1997,Ontario,70+,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,541
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,523
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Retail Tra,NA,Full-time,50,27,NA,NA,594
1997,Ontario,65 to 69,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,574
1997,Ontario,70+,Female,Married,D.PostSecondary,Mngmnt/Adm,NA,Part-time,21,110,NA,NA,623
1997,Ontario,45 to 49,Female,Married,E.University,Educationa,Vacation,Full-time,50,115,25,Union memb,506
1997,Ontario,15 to 19,Female,Single,B.Secondary,Retail Tra,NA,Part-time,6,6,7,Not member,618
1997,Ontario,35 to 39,Female,Married,D.PostSecondary,Manufactur,NA,NA,NA,NA,NA,NA,563
1997,Ontario,55 to 59,Female,Single,B.Secondary,Manufactur,NA,Full-time,38,240,15.69,Not member,653
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,573
1997,Ontario,60 to 64,Female,Married,C.Grade11to13,Manufact n,NA,Full-time,40,79,16.83,Not member,573
1997,Ontario,35 to 39,Female,Separated,E.University,Manufact n,NA,Full-time,40,84,31.25,Not member,523
1997,Ontario,70+,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,680
1997,Ontario,50 to 54,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,526
1997,Ontario,40 to 44,Female,Married,E.University,Finance/In,NA,NA,NA,NA,NA,NA,582
1997,Ontario,30 to 34,Female,Married,E.University,Educationa,FamilyResponsibility,Full-time,40,39,20.67,Union memb,569
1997,Ontario,25 to 29,Female,Married,E.University,Prof/Scien,NA,NA,NA,NA,NA,NA,606
1997,Ontario,40 to 44,Female,Separated,D.PostSecondary,Health Car,NA,Full-time,40,183,20.67,Not member,566
1997,Ontario,25 to 29,Female,Single,E.University,Health Car,NA,Full-time,40,33,18.03,Not member,592
1997,Ontario,20 to 24,Female,Single,E.University,Educationa,NA,Full-time,40,7,16.83,Union memb,630
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Accomm/Foo,NA,Full-time,40,3,7.5,Not member,604
1997,Ontario,50 to 54,Female,Married,D.PostSecondary,Manufact n,NA,Full-time,37.5,190,18.97,Not member,528
1997,Ontario,35 to 39,Female,Single,E.University,Finance/In,NA,Full-time,50,27,19.23,Not member,555
1997,Ontario,50 to 54,Female,Married,A.EightYears,Retail Tra,NA,Full-time,40,67,10.3,Not member,628
1997,Ontario,30 to 34,Female,Single,D.PostSecondary,Other Serv,NA,Full-time,37.5,98,13.33,Not member,641
1997,Ontario,40 to 44,Female,Married,E.University,Mngmnt/Adm,NA,Part-time,21,168,17.5,Not member,554
1997,Ontario,15 to 19,Female,Single,B.Secondary,Info/Cultu,NA,Part-time,10.5,8,7.99,Not member,657
1997,Ontario,55 to 59,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,581
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,564
1997,Ontario,40 to 44,Female,Married,E.University,Prof/Scien,NA,Full-time,37.5,20,15,Not member,583
1997,Ontario,25 to 29,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,632
1997,Ontario,35 to 39,Female,Married,E.University,Educationa,FamilyResponsibility,Full-time,40,82,20.19,Union memb,574
1997,Ontario,30 to 34,Female,Married,D.PostSecondary,Health Car,NA,Part-time,25,95,14,Not member,501
1997,Ontario,20 to 24,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,518
1997,Ontario,55 to 59,Female,Married,C.Grade11to13,Manufactur,OwnIllness,Full-time,40,163,13.49,Union memb,671
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,Accomm/Foo,Vacation,Part-time,10,9,8,Not member,585
1997,Ontario,60 to 64,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,610
1997,Ontario,30 to 34,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,559
1997,Ontario,70+,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,590
1997,Ontario,35 to 39,Female,Separated,C.Grade11to13,Finance/In,Vacation,Full-time,40,99,16.83,Not member,617
1997,Ontario,70+,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,570
1997,Ontario,30 to 34,Female,Single,D.PostSecondary,Wholesale,NA,Full-time,40,91,16.35,Not member,535
1997,Ontario,30 to 34,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,564
1997,Ontario,40 to 44,Female,Married,D.PostSecondary,Manufact n,NA,Full-time,30,91,10,Not member,531
1997,Ontario,50 to 54,Female,Married,D.PostSecondary,Other Serv,NA,Full-time,35,110,8,Not member,587
1997,Ontario,30 to 34,Female,Married,E.University,Finance/In,FamilyResponsibility,Full-time,35,30,16.48,Not member,609
1997,Ontario,50 to 54,Female,Married,B.Secondary,NA,NA,NA,NA,NA,NA,NA,523
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,628
1997,Ontario,35 to 39,Female,Married,D.PostSecondary,Health Car,NA,Part-time,16,39,15.69,Not member,609
1997,Ontario,40 to 44,Female,Single,C.Grade11to13,Health Car,NA,Full-time,40,103,11,Not member,579
1997,Ontario,60 to 64,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,546
1997,Ontario,60 to 64,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,556
1997,Ontario,20 to 24,Female,Single,D.PostSecondary,Info/Cultu,NA,Full-time,45,8,10.68,Not member,658
1997,Ontario,25 to 29,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,621
1997,Ontario,55 to 59,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,584
1997,Ontario,65 to 69,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,549
1997,Ontario,45 to 49,Female,Separated,B.Secondary,Info/Cultu,NA,Full-time,40,114,14.1,Union memb,605
1997,Ontario,40 to 44,Female,Married,D.PostSecondary,Finance/In,NA,Full-time,55,70,NA,NA,603
1997,Ontario,70+,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,517
1997,Ontario,25 to 29,Female,Married,C.Grade11to13,Retail Tra,NA,Part-time,20,74,7.5,Union memb,544
1997,Ontario,55 to 59,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,549
1997,Ontario,15 to 19,Female,Single,B.Secondary,NA,NA,NA,NA,NA,NA,NA,507
1997,Ontario,25 to 29,Female,Single,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,536
1997,Ontario,35 to 39,Female,Single,C.Grade11to13,Info/Cultu,NA,Full-time,38,57,19.74,Union memb,546
1997,Ontario,40 to 44,Female,Married,E.University,Health Car,NA,Full-time,35,109,21.98,Union memb,638
1997,Ontario,45 to 49,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,531
1997,Ontario,35 to 39,Female,Married,D.PostSecondary,Health Car,NA,Full-time,35,118,10,Not member,595
1997,Ontario,70+,Female,Married,C.Grade11to13,NA,NA,NA,NA,NA,NA,NA,571
1997,Ontario,25 to 29,Female,Single,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,609
1997,Ontario,40 to 44,Female,Married,D.PostSecondary,Manufactur,Vacation,Full-time,40,240,24.38,Not member,589
1997,Ontario,15 to 19,Female,Single,B.Secondary,Retail Tra,NA,Part-time,5.5,21,6.85,Not member,556
1997,Ontario,70+,Female,Married,A.EightYears,NA,NA,NA,NA,NA,NA,NA,538
1997,Ontario,30 to 34,Female,Married,C.Grade11to13,Accomm/Foo,NA,Full-time,40,121,9,Not member,513
1997,Ontario,15 to 19,Female,Single,B.Secondary,Accomm/Foo,NA,Part-time,10,9,7.5,Not member,595
1997,Ontario,25 to 29,Female,Married,D.PostSecondary,Prof/Scien,NA,Full-time,35,82,19.23,Not member,529
1997,Ontario,45 to 49,Female,Married,D.PostSecondary,Transport/,Vacation,Part-time,10,91,16.63,Not member,509
1997,Ontario,65 to 69,Female,Single,A.EightYears,NA,NA,NA,NA,NA,NA,NA,579
1997,Ontario,35 to 39,Female,Married,D.PostSecondary,NA,NA,NA,NA,NA,NA,NA,567
1997,Ontario,30 to 34,Female,Married,C.Grade11to13,Health Car,NA,Part-time,16,20,16.5,Not member,584
1997,Ontario,50 to 54,Female,Married,E.University,Educationa,NA,Full-time,30,240,41.67,Union memb,620
1997,Ontario,30 to 34,Female,Married,E.University,NA,NA,NA,NA,NA,NA,NA,1047
